instituicao,cod_ibge,uf,populacao,demais,adm,legis,total
Prefeitura Municipal de Monte Horebe - PB,2509602,PB,4789,12076550,4193400,730050,17000000
Prefeitura Municipal de Monte Mor - SP,3531803,SP,58765,237619576.12,19055422,9100000,265774998.12
Prefeitura Municipal de Monte Negro - RO,1101401,RO,15695,37648749.75,6185499.95,1482341.7,45316591.400000006
Prefeitura Municipal de Monte Santo - BA,2921500,BA,49565,103569373.16,11310626.84,3120000,118000000
Prefeitura Municipal de Monte Santo de Minas - MG,3143203,MG,21534,50141585.82,3750614.75,0,53892200.57
Prefeitura Municipal de Monte Santo do Tocantins - TO,1713700,TO,2263,10653953.02,2274046.98,600000,13528000
Prefeitura Municipal de Monte Sião - MG,3143401,MG,23569,65141844.95999999,5940399.12,2800000,73882244.08
Prefeitura Municipal de Monteiro - PB,2509701,PB,33007,110890345.48,5210380.52,2922703,119023429
Prefeitura Municipal de Monteiro Lobato - SP,3531704,SP,4608,15638306.61,2360973,815000,18814279.61
Prefeitura Municipal de Monteirópolis - AL,2705408,AL,7153,33280453,6153462,840000,40273915
Prefeitura Municipal de Montenegro - RS,4312401,RS,64788,188739147.06,57742554.37,4072600,250554301.43
Prefeitura Municipal de Montes Claros - MG,3143302,MG,404804,1162715951.07,133224048.93,22300000,1318240000
Prefeitura Municipal de Montes Claros de Goiás - GO,5213707,GO,8063,34764349.37,6688472.39,1837100,43289921.76
Prefeitura Municipal de Montezuma - MG,3143450,MG,8180,21522299.66,3375700.34,940000,25838000
Prefeitura Municipal de Montividiu - GO,5213756,GO,13115,57715316.59,5056621.48,3019080,65791018.07000001
Prefeitura Municipal de Montividiu do Norte - GO,5213772,GO,4449,14817395.489999998,3522384.65,856812.49,19196592.629999995
Prefeitura Municipal de Morada Nova - CE,2308708,CE,62069,153368813.64,34373952,4800000,192542765.64
Prefeitura Municipal de Morada Nova de Minas - MG,3143500,MG,8815,33766800.870000005,9618949.129999999,1337500,44723250
Prefeitura Municipal de Moraújo - CE,2308807,CE,8689,25594909.91,2094090.09,861000,28550000
Prefeitura Municipal de Moreilândia - PE,2614303,PE,11270,41182722.120000005,9212399,1384381.16,51779502.28
Prefeitura Municipal de Moreira Sales - PR,4116109,PR,12201,39185862.32,6536665.29,1781545,47504072.61
Prefeitura Municipal de Moreno - PE,2609402,PE,62263,127772000,22268000,5000000,155040000
Prefeitura Municipal de Mormaço - RS,4312427,RS,3056,15593463.530000001,4312150,581000,20486613.53
Prefeitura Municipal de Morpará - BA,2921609,BA,8542,23660858.2,2932482.8,924659,27518000
Prefeitura Municipal de Morretes - PR,4116208,PR,16366,46812928.4,9835537.17,2766000,59414465.57
Prefeitura Municipal de Morrinhos - CE,2308906,CE,22354,44242833.26,7086566.74,1915000,53244400
Prefeitura Municipal de Morrinhos - GO,5213806,GO,45716,121794758.55,13100611.83,6395000,141290370.38
Prefeitura Municipal de Morrinhos do Sul - RS,4312443,RS,2979,14636408.41,3412284.27,669500,18718192.68
Prefeitura Municipal de Morro Agudo - SP,3531902,SP,32641,121848033.22,10351966.78,2200000,134400000
Prefeitura Municipal de Morro Agudo de Goiás - GO,5213855,GO,2264,12758693.379999999,2565349.1500000004,752000,16076042.53
Prefeitura Municipal de Morro da Fumaça - SC,4211207,SC,17642,70333976.97,10738469.56,2980000,84052446.53
Prefeitura Municipal de Morro da Garça - MG,3143609,MG,2488,15934263.45,3582618.55,875000,20391882
Prefeitura Municipal de Morro do Chapéu - BA,2921708,BA,35383,82416785.06,13584956,3998258.94,100000000
Prefeitura Municipal de Morro do Chapéu do Piauí - PI,2206670,PI,6781,18419646.6,3602510.4,621843,22644000
Prefeitura Municipal de Morro do Pilar - MG,3143708,MG,3211,26447085.89,4131090,833910,31412085.89
Prefeitura Municipal de Morro Grande - SC,4211256,SC,2898,22192612.9,2623000,825000,25640612.9
Prefeitura Municipal de Morro Redondo - RS,4312450,RS,6546,14467829.989999998,4112683.88,1016413.44,19596927.31
Prefeitura Municipal de Morro Reuter - RS,4312476,RS,6344,19715533.09,5072019.25,481000,25268552.34
Prefeitura Municipal de Morros - MA,2107100,MA,19292,48494342.36,10725747.14,1546472,60766561.5
Prefeitura Municipal de Mortugaba - BA,2921807,BA,12031,33580678.620000005,7015183.2,1656809.89,42252671.71000001
Prefeitura Municipal de Morungaba - SP,3532009,SP,13458,47231439.71,7436950,1632000,56300389.71
Prefeitura Municipal de Mossâmedes - GO,5213905,GO,4377,35294321.9,6099546.74,1198800,42592668.64
Prefeitura Municipal de Mossoró - RN,2408003,RN,294076,466889753.32000005,145930039.66,21982182.63,634801975.61
Prefeitura Municipal de Mostardas - RS,4312500,RS,12760,41336600.58,9654110.15,1775000,52765710.73
Prefeitura Municipal de Motuca - SP,3532058,SP,4720,18805404.03,2542340,800000,22147744.03
Prefeitura Municipal de Mozarlândia - GO,5214002,GO,15444,47271901.5,6174502.09,2760000,56206403.59
Prefeitura Municipal de Mucajaí - RR,1400308,RR,17528,45851941.1,8551209.46,886700.01,55289850.57
Prefeitura Municipal de Mucambo - CE,2309003,CE,14485,56229884,8024252,1455094.49,65709230.49
Prefeitura Municipal de Mucugê - BA,2921906,BA,9244,32631862,8668138,1900000,43200000
Prefeitura Municipal de Muçum - RS,4312609,RS,4948,17526616.61,2479060,875000,20880676.61
Prefeitura Municipal de Mucuri - BA,2922003,BA,41221,130263344.84,26661655.16,8075000,165000000
Prefeitura Municipal de Mucurici - ES,3203601,ES,5552,22902887.89,3726471.23,1000000,27629359.12
Prefeitura Municipal de Muitos Capões - RS,4312617,RS,3151,17653077.270000003,7057835.83,700000,25410913.1
Prefeitura Municipal de Muliterno - RS,4312625,RS,1888,12084297.66,1954000,555000,14593297.66
Prefeitura Municipal de Mulungu - CE,2309102,CE,12892,31036793,4232608,1400000,36669401
Prefeitura Municipal de Mulungu - PB,2509800,PB,9878,23060251,1874729,0,24934980
Prefeitura Municipal de Mulungu do Morro - BA,2922052,BA,11114,42972312,3422678,1755010,48150000
Prefeitura Municipal de Mundo Novo - BA,2922102,BA,26575,50423558,7358842,2217600,60000000
Prefeitura Municipal de Mundo Novo - GO,5214051,GO,5066,19502251.05,4196146.2,1392613,25091010.25
Prefeitura Municipal de Mundo Novo - MS,5005681,MS,18256,26700446.45,22000,3129007,29851453.45
Prefeitura Municipal de Munhoz - MG,3143807,MG,6065,19483524.83,1399010.58,720000,21602535.409999996
Prefeitura Municipal de Munhoz de Melo - PR,4116307,PR,3958,22052648.91,4150950.4400000004,815078,27018677.35
Prefeitura Municipal de Muniz Ferreira - BA,2922201,BA,7399,21209505.09,2339494.91,1025000,24574000
Prefeitura Municipal de Muniz Freire - ES,3203700,ES,17613,53540279.71,9765500,2610000,65915779.71
Prefeitura Municipal de Muquém de São Francisco - BA,2922250,BA,11280,35056418,4001582,1400000,40458000
Prefeitura Municipal de Muriaé - MG,3143906,MG,108113,381879470.64000005,35069287.269999996,8200000,425148757.91
Prefeitura Municipal de Muribeca - SE,2804300,SE,7610,20047870,3928130,1389000,25365000
Prefeitura Municipal de Murici - AL,2705507,AL,28137,102775914.91,7825239.14,2387400,112988554.05
Prefeitura Municipal de Muricilândia - TO,1713957,TO,3514,21281730.77,2783756.37,790965,24856452.14
Prefeitura Municipal de Muritiba - BA,2922300,BA,29387,56757914.2,5675515.8,2854760,65288190
Prefeitura Municipal de Murutinga do Sul - SP,3532108,SP,4466,13936174.349999998,5577113.98,825000,20338288.33
Prefeitura Municipal de Mutuípe - BA,2922409,BA,22156,41000937.48,6685105.68,1963500,49649543.16
Prefeitura Municipal de Mutum - MG,3144003,MG,26997,52391322.47,7387957.53,2337720,62117000
Prefeitura Municipal de Mutunópolis - GO,5214101,GO,3793,24965099.63,6605160.350000001,1082740.02,32653000
Prefeitura Municipal de Muzambinho - MG,3144102,MG,20594,51731971.18,7892392.03,2550000,62174363.21
Prefeitura Municipal de Nacip Raydan - MG,3144201,MG,3219,15081241,3071152,992000,19144393
Prefeitura Municipal de Nantes - SP,3532157,SP,3103,16403124.620000001,2867000,1440000,20710124.62
Prefeitura Municipal de Nanuque - MG,3144300,MG,40839,79240601.57,16807124.43,4393268,100440994
Prefeitura Municipal de Não-Me-Toque - RS,4312658,RS,17484,85081698.81,9269663.8,3530100,97881462.61
Prefeitura Municipal de Naque - MG,3144359,MG,6939,18866050,4156850,977100,24000000
Prefeitura Municipal de Narandiba - SP,3532207,SP,4809,2025100,-1492800,1526000,2058300
Prefeitura Municipal de Natal - RN,2408102,RN,877640,2765734500.43,101303473.05,75825300.45,2942863273.93
Prefeitura Municipal de Natalândia - MG,3144375,MG,3314,17024653.34,3031346.66,970000,21026000
Prefeitura Municipal de Natércia - MG,3144409,MG,4731,15589436.799999999,1470165.58,638000,17697602.38
Prefeitura Municipal de Natividade - RJ,3303104,RJ,15324,64505694.419999994,10078521.4,3033000,77617215.82
Prefeitura Municipal de Natividade - TO,1714203,TO,9239,19831433.25,3778566.75,0,23610000
Prefeitura Municipal de Natividade da Serra - SP,3532306,SP,6681,23014700,4882700,1219900,29117300
Prefeitura Municipal de Natuba - PB,2509909,PB,10458,26535579.22,2646091.78,1331650,30513321
Prefeitura Municipal de Navegantes - SC,4211306,SC,79285,289718638.92,18718200,5355000,313791838.92
Prefeitura Municipal de Naviraí - MS,5005707,MS,54051,163325637.65,35752009.82,7462885.68,206540533.15
Prefeitura Municipal de Nazaré - BA,2922508,BA,28451,46114983.45,12982593.2,2435000,61532576.650000006
Prefeitura Municipal de Nazaré - TO,1714302,TO,3959,15371530.66,2678329.32,724500,18774359.98
Prefeitura Municipal de Nazaré da Mata - PE,2609501,PE,32366,61388394.5,7573930.55,3320000,72282325.05
Prefeitura Municipal de Nazaré do Piauí - PI,2206704,PI,7356,22752800,2962200,785000,26500000
Prefeitura Municipal de Nazaré Paulista - SP,3532405,SP,18346,57181658.64,6384559.07,2340000,65906217.71
Prefeitura Municipal de Nazareno - MG,3144508,MG,8555,30394618.12,6753304.16,1425000,38572922.28
Prefeitura Municipal de Nazarezinho - PB,2510006,PB,7312,43672308,2536704,828000,47037012
Prefeitura Municipal de Nazária - PI,2206720,PI,8536,22414660,2845340,740000,26000000
Prefeitura Municipal de Nazário - GO,5214408,GO,9022,23873439.869999997,2776276.92,1010400,27660116.79
Prefeitura Municipal de Neópolis - SE,2804409,SE,18735,39973366.22,4909670.86,2100000,46983037.08
Prefeitura Municipal de Nepomuceno - MG,3144607,MG,26709,64361937.20999999,8612641.14,2300000,75274578.35
Prefeitura Municipal de Nerópolis - GO,5214507,GO,29293,160999388.72,12017646.07,4901657.14,177918691.92999998
Prefeitura Municipal de Neves Paulista - SP,3532504,SP,8936,28087178,4960822,1235000,34283000
Prefeitura Municipal de Nhandeara - SP,3532603,SP,11427,27370446.82,7571879,1045000,35987325.82
Prefeitura Municipal de Nicolau Vergueiro - RS,4312674,RS,1689,11858932.15,3443850,652000,15954782.15
Prefeitura Municipal de Nilo Peçanha - BA,2922607,BA,13914,31559867.87,5181725.09,1565000,38306592.96
Prefeitura Municipal de Nilópolis - RJ,3303203,RJ,162269,362723220.6,56130902.9,10064094.5,428918218
Prefeitura Municipal de Nina Rodrigues - MA,2107209,MA,14264,36906370.760000005,5110759.55,957988.78,42975119.09
Prefeitura Municipal de Nioaque - MS,5005806,MS,14085,40268235.67,5603850,2154108,48026193.67
Prefeitura Municipal de Nipoã - SP,3532702,SP,5126,16608500,2572000,874000,20054500
Prefeitura Municipal de Niquelândia - GO,5214606,GO,46039,104058527.79,17368360,5474950,126901837.79
Prefeitura Municipal de Nísia Floresta - RN,2408201,RN,27260,87900708,6316210,2500000,96716918
Prefeitura Municipal de Niterói - RJ,3303302,RJ,511786,2579874670.96,766028862.9,74371699.7,3420275233.56
Prefeitura Municipal de Nobres - MT,5105903,MT,15338,48729545.12,9900066.88,2460000,61089612
Prefeitura Municipal de Nonoai - RS,4312708,RS,11760,45826757.34,9717000,2100000,57643757.34
Prefeitura Municipal de Nordestina - BA,2922656,BA,13095,47746000,4754000,1500000,54000000
Prefeitura Municipal de Normandia - RR,1400407,RR,11045,31772091.76,6245924.06,624000,38642015.82
Prefeitura Municipal de Nortelândia - MT,5106000,MT,6056,18412544.59,2328291.61,957581.64,21698417.84
Prefeitura Municipal de Nossa Senhora Aparecida - SE,2804458,SE,8783,19491086,3508914,1000000,24000000
Prefeitura Municipal de Nossa Senhora da Glória - SE,2804508,SE,36514,68662087.5,13870912.5,3650000,86183000
Prefeitura Municipal de Nossa Senhora das Dores - SE,2804607,SE,26460,59487632,5160368,2952000,67600000
Prefeitura Municipal de Nossa Senhora das Graças - PR,4116406,PR,4008,17937453.349999998,2440097.87,946000,21323551.22
Prefeitura Municipal de Nossa Senhora de Lourdes - SE,2804706,SE,6470,16050290,3406710,943000,20400000
Prefeitura Municipal de Nossa Senhora de Nazaré - PI,2206753,PI,4847,16554558.350000001,3408911,660000,20623469.35
Prefeitura Municipal de Nossa Senhora do Livramento - MT,5106109,MT,13231,39038259.379999995,7749731.62,1405000,48192990.99999999
Prefeitura Municipal de Nossa Senhora do Socorro - SE,2804805,SE,181503,254080396.19,49984603.81,12450000,316515000
Prefeitura Municipal de Nossa Senhora dos Remédios - PI,2206803,PI,8661,27300160,2945000,630300,30875460
Prefeitura Municipal de Nova Aliança - SP,3532801,SP,6875,22485559.46,2923100,585000,25993659.46
Prefeitura Municipal de Nova Aliança do Ivaí - PR,4116505,PR,1534,13448789.57,2302062.37,0,15750851.940000001
Prefeitura Municipal de Nova Alvorada - RS,4312757,RS,3586,18501621.35,2504935.67,510000,21516557.020000003
Prefeitura Municipal de Nova Alvorada do Sul - MS,5006002,MS,21300,71509015.8,17576421.03,4072818.52,93158255.35
Prefeitura Municipal de Nova América - GO,5214705,GO,2346,21773936.7,1954856.1,1300000,25028792.8
Prefeitura Municipal de Nova América da Colina - PR,4116604,PR,3456,16859786.01,6531235.54,880000,24271021.55
Prefeitura Municipal de Nova Andradina - MS,5006200,MS,53517,155524196.62,34841160.25,6850000,197215356.87
Prefeitura Municipal de Nova Araçá - RS,4312807,RS,4690,20343850.79,5192324.35,550000,26086175.14
Prefeitura Municipal de Nova Aurora - GO,5214804,GO,2199,15594174.35,1731103.31,802000,18127277.66
Prefeitura Municipal de Nova Aurora - PR,4116703,PR,10650,54000622.54,7149922.9,2835000,63985545.44
Prefeitura Municipal de Nova Bandeirantes - MT,5106158,MT,14909,35752349.69,7036254.5,1920000,44708604.19
Prefeitura Municipal de Nova Bassano - RS,4312906,RS,9824,33341405.47,8046528.25,470000,41857933.72
Prefeitura Municipal de Nova Belém - MG,3144672,MG,3255,21620500,4034500,795000,26450000
Prefeitura Municipal de Nova Boa Vista - RS,4312955,RS,1798,17402730.91,3818030,540000,21760760.91
Prefeitura Municipal de Nova Brasilândia - MT,5106208,MT,3928,27571715.47,6312783.6,766000,34650499.07
Prefeitura Municipal de Nova Brasilândia D'Oeste - RO,1100148,RO,20459,49780803.47,9627650.01,1655404,61063857.48
Prefeitura Municipal de Nova Bréscia - RS,4313003,RS,3321,17301872.42,5040000,646000,22987872.42
Prefeitura Municipal de Nova Campina - SP,3532827,SP,9647,28852142.75,4011100,1375780,34239022.75
Prefeitura Municipal de Nova Canaã - BA,2922706,BA,16451,38697639.39,3302360.61,2000000,44000000
Prefeitura Municipal de Nova Canaã do Norte - MT,5106216,MT,12739,40585768.5,4261731.5,1860000,46707500
Prefeitura Municipal de Nova Canaã Paulista - SP,3532843,SP,1911,13663089.28,1939700,768000,16370789.28
Prefeitura Municipal de Nova Candelária - RS,4313011,RS,2710,22817229.86,2733450,343000,25893679.86
Prefeitura Municipal de Nova Cantu - PR,4116802,PR,5550,22706856.23,4676046.98,0,27382903.21
Prefeitura Municipal de Nova Castilho - SP,3532868,SP,1255,15084007.39,3849450,900000,19833457.39
Prefeitura Municipal de Nova Colinas - MA,2107258,MA,5340,35855394.95,3318993.9,995611.15,40170000
Prefeitura Municipal de Nova Crixás - GO,5214838,GO,12791,46239895.73,8799930.889999999,2538952.5,57578779.12
Prefeitura Municipal de Nova Cruz - RN,2408300,RN,37233,59058553,7675628,2753000,69487181
Prefeitura Municipal de Nova Era - MG,3144706,MG,17607,49392559.14,8183453.4,2381892.4,59957904.94
Prefeitura Municipal de Nova Erechim - SC,4211405,SC,4945,23959229.65,3642814.67,1550000,29152044.32
Prefeitura Municipal de Nova Esperança - PR,4116901,PR,27821,85803487.52,11871779.280000001,3085000,100760266.8
Prefeitura Municipal de Nova Esperança do Sudoeste - PR,4116950,PR,5063,25619489.18,4255735.97,1347275,31222500.15
Prefeitura Municipal de Nova Esperança do Sul - RS,4313037,RS,5292,14959918.790000001,3384987.22,550000,18894906.01
Prefeitura Municipal de Nova Europa - SP,3532900,SP,11013,37305220.05,5703364.5,1730000,44738584.55
Prefeitura Municipal de Nova Fátima - BA,2922730,BA,7802,24134812.15,3446756.85,1068595.68,28650164.68
Prefeitura Municipal de Nova Fátima - PR,4117008,PR,8170,21414988.63,6445745.3,1236000,29096733.93
Prefeitura Municipal de Nova Floresta - PB,2510105,PB,10651,22163545,1726455,970000,24860000
Prefeitura Municipal de Nova Friburgo - RJ,3303401,RJ,190084,469773910.1,82749437.80000001,17320543.8,569843891.7
Prefeitura Municipal de Nova Glória - GO,5214861,GO,8218,21533747.57,2572465.4,1205100,25311312.97
Prefeitura Municipal de Nova Granada - SP,3533007,SP,21307,42694937.15,6484686.13,1560000,50739623.28
Prefeitura Municipal de Nova Guarita - MT,5108808,MT,4578,14277231.370000001,4441363.7,848000,19566595.07
Prefeitura Municipal de Nova Guataporanga - SP,3533106,SP,2308,14832500,2761500,576000,18170000
Prefeitura Municipal de Nova Hartz - RS,4313060,RS,21317,75996377.27,5133631,2400000,83530008.27
Prefeitura Municipal de Nova Iguaçu - RJ,3303500,RJ,818875,1423617460.5,138632311.7,29005638.6,1591255410.8
Prefeitura Municipal de Nova Iguaçu de Goiás - GO,5214879,GO,2923,12006308.93,3049149.26,843681.01,15899139.2
Prefeitura Municipal de Nova Independência - SP,3533205,SP,3883,26045630.68,3414770,1455000,30915400.68
Prefeitura Municipal de Nova Iorque - MA,2107308,MA,4683,27288148.840000004,7774505.59,1148906.53,36211560.96000001
Prefeitura Municipal de Nova Ipixuna - PA,1504976,PA,16499,38426840.339999996,9428716.88,1396867.5,49252424.72
Prefeitura Municipal de Nova Itaberaba - SC,4211454,SC,4333,22976147.25,2970876.16,1060000,27007023.41
Prefeitura Municipal de Nova Itarana - BA,2922805,BA,8172,19536756.810000002,3312675.29,956175,23805607.1
Prefeitura Municipal de Nova Lacerda - MT,5106182,MT,6526,24281619,3476780,0,27758399
Prefeitura Municipal de Nova Laranjeiras - PR,4117057,PR,11603,35843650.13,4061212.71,1850000,41754862.84
Prefeitura Municipal de Nova Lima - MG,3144805,MG,93577,517507962.16,107786368.7,49586000,674880330.86
